Conference,Division,School,Contact Name,Title,Sports,Address,City,State,Zip Code,,,,,,
Kansas Collegiate,NAIA 1,SOUTHWESTERN COLLEGE (KS),Brad Griffin,Head Coach,Men's Football,100 College St,Winfield,KS,67156-2443,,,,,,
Kansas Collegiate,NAIA 1,STERLING COLLEGE,Open,Head Coach,Men's Football,125 W. Cooper,Sterling,KS,67579-0000,,,,,,
Kansas Collegiate,NAIA 1,TABOR COLLEGE,Mike Gardner,Head Coach,Men's Football,400 S Jefferson St,Hillsboro,KS,67063-1753,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,BUTLER COMMUNITY COLLEGE,Tim Schaffner,Head Coach,Men's Football,901 S Haverhill Rd,El Dorado,KS,67042-3225,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,COFFEYVILLE COMMUNITY COLLEGE,Aaron Flores,Head Coach,Men's Football,400 W. 11th St.,Coffeyville,KS,67337-5065,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,DODGE CITY COMMUNITY COLLEGE,Gary Thomas,Head Coach,Men's Football,2501 N 14th Ave.,Dodge City,KS,67801-2316,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,FORT SCOTT COMMUNITY COLLEGE,Kale Pick,Head Coach,Men's Football,2108 S. Horton St.,Fort Scott,KS,66701-3140,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,GARDEN CITY COMMUNITY COLLEGE,Jeff Sims,Head Coach,Men's Football,801 Campus Dr.,Garden City,KS,67846-6333,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,HIGHLAND COMMUNITY COLLEGE,Aaron Arnold,Head Coach,Men's Football,2998 W Pearl City Rd.,Freeport,IL,61032-9341,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,HUTCHINSON COMMUNITY COLLEGE,Rion Rhoades,Head Coach,Men's Football,1300 N. Plum St.,Hutchinson,KS,67501-5831,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,INDEPENDENCE COMMUNITY COLLEGE,Jason Brown,Head Coach,Men's Football,1057 West College Avenue,Independence,KS,67301-0708,,,,,,
Liberty League,NCAA III,HOBART COLLEGE,Kevin DeWall,Head Coach,Men's Football,300 Pulteney St.,Geneva,NY,14456-3304,,,,,,
Liberty League,NCAA III,ITHACA COLLEGE,Dan Swanstrom,Head Coach,Men's Football,120A Athletics & Events Center,Ithaca,NY,14850-0000,,,,,,
Liberty League,NCAA III,RENSSELAER POLYTECHNIC INSTITUTE,Ralph Isernia,Head Coach,Men's Football,110 8th St.,Troy,NY,12180-0000,,,,,,
University Athletic Association,NCAA III,"ROCHESTER, UNIVERSITY OF",Chad Martinovich,Head Coach,Men's Football,Robert B. Goergen Athletic Center,Rochester,NY,14627-0296,,,,,,
Liberty League,NCAA III,ST. LAWRENCE UNIVERSITY,Dan Puckhaber,Head Coach,Men's Football,Augsbury Center,Canton,NY,13617-0000,,,,,,
Liberty League,NCAA III,UNION COLLEGE (NY),Jeff Behrman,Head Coach,Men's Football,807 Union St.,Schenectady,NY,12308-0000,,,,,,
Lone Star,NCAA II,ANGELO STATE UNIVERSITY,Will Wagner,Head Coach,Men's Football,ASU Station #10899,San Angelo,TX,76909-0000,,,,,,
Lone Star,NCAA II,EASTERN NEW MEXICO UNIVERSITY,Kelley Lee,Head Coach,Men's Football,Greyhound Arena,Portales,NM,88130-0000,,,,,,
Lone Star,NCAA II,MIDWESTERN STATE UNIVERSITY,Bill Maskill,Head Coach,Men's Football,3410 Taft Blvd.,Wichita Falls,TX,76308-2095,,,,,,
Lone Star,NCAA II,TARLETON STATE UNIVERSITY,Todd Whitten,Head Coach,Men's Football,Box T-0080,Stephenville,TX,76402-0000,,,,,,
Lone Star,NCAA II,TEXAS A&M UNIVERSITY (Commerce),Colby Carthel,Head Coach,Men's Football,2600 South Neal,Commerce,TX,75428-0000,,,,,,
Lone Star,NCAA II,TEXAS A&M UNIVERSITY-KINGSVILLE,Daren Wilkinson,Head Coach,Men's Football,700 University Blvd.,Kingsville,TX,78363-0000,,,,,,
Lone Star,NCAA II,"TEXAS OF THE PERMIAN BASIN, U. OF",Justin Carrigan,Head Coach,Men's Football,4901 E University Blvd.,Odessa,TX,79762-8122,,,,,,
Lone Star,NCAA II,WEST TEXAS A&M UNIVERSITY,Hunter Hughes,Head Coach,Men's Football,WTAMU Box 60049,Canyon,TX,79016-0001,,,,,,
Lone Star,NCAA II,WESTERN NEW MEXICO UNIV.,Frank Tristan,Head Coach,Men's Football,1000 W. College Avenue,Silver City,NM,88061-0000,,,,,,
MAC Commonwealth,NCAA III,ALBRIGHT COLLEGE,John Marzka,Head Coach,Men's Football,13th and Bern Streets,Reading,PA,19612-0000,,,,,,
MAC Commonwealth,NCAA III,ALVERNIA UNIVERSITY,Ralph Clark,Head Coach,Men's Football,400 Saint Bernardine St,Reading,PA,19607-1799,,,,,,
MAC Commonwealth,NCAA III,LEBANON VALLEY COLLEGE,Joe Buehler,Head Coach,Men's Football,101 N. College Ave.,Annville,PA,17003-0000,,,,,,
MAC Commonwealth,NCAA III,STEVENSON UNIVERSITY,Ed Hottle,Head Coach,Men's Football,100 Campus Circle,Owings Mills,MD,21117-0000,,,,,,
MAC Commonwealth,NCAA III,WIDENER UNIVERSITY,Mike Kelly,Head Coach,Men's Football,1 University Pl.,Chester,PA,19013-0000,,,,,,
MAC Freedom,NCAA III,DELAWARE VALLEY UNIVERSITY,Duke Greco,Head Coach,Men's Football,700 E Butler Ave,Doylestown,PA,18901-2607,,,,,,
MAC Freedom,NCAA III,FAIRLEIGH DICKINSON UNIVERSITY-FLORHAM,Brian Surace,Head Coach,Men's Football,285 Madison Ave.,Madison,NJ,07940-0000,,,,,,
MAC Freedom,NCAA III,FAIRLEIGH DICKINSON UNIVERSITY-FLORHAM,Tom Battaglia,Head Coach,Men's Football,285 Madison Ave.,Madison,NJ,07940-0000,,,,,,
MAC Freedom,NCAA III,KING'S COLLEGE,Jeff Knarr,Head Coach,Men's Football,133 N. River St,Wilkes-Barre,PA,18711-0000,,,,,,
MAC Freedom,NCAA III,MISERICORDIA UNIVERSITY,Mark Ross,Head Coach,Men's Football,301 Lake St.,Dallas,PA,18612-1008,,,,,,
MAC Freedom,NCAA III,WILKES UNIVERSITY,David Biever,Head Coach,Men's Football,84 West South Street,Wilkes Barre,PA,18766-0000,,,,,,
MACJC,NJCAA I,COAHOMA COMMUNITY COLLEGE,Steven Miller,Head Coach,Men's Football,3240 Friars Point Rd,Clarksdale,MS,38614-9359,,,,,,
MACJC,NJCAA I,COPIAH-LINCOLN COMMUNITY COLLEGE,Glenn Davis,Head Coach,Men's Football,1029 J.C. Redd Drive,Wesson,MS,39191-0000,,,,,,
MACJC,NJCAA I,EAST CENTRAL COMMUNITY COLLEGE,Ken Karcher,Head Coach,Men's Football,PO Box 129,Decatur,MS,39327-0129,,,,,,
MACJC,NJCAA I,EAST MISSISSIPPI COMMUNITY COLLEGE,Buddy Stephens,Head Coach,Men's Football,1512 Kemper St.,Scooba,MS,39358-0000,,,,,,
MACJC,NJCAA I,HINDS COMMUNITY COLLEGE,Larry Williams,Head Coach,Men's Football,101 Central Dr.,Raymond,MS,39154-0000,,,,,,
MACJC,NJCAA I,HINDS COMMUNITY COLLEGE,Reginald Dillon,Head Coach,Men's Football,101 Central Dr.,Raymond,MS,39154-0000,,,,,,
MACJC,NJCAA I,HOLMES COMMUNITY COLLEGE,Jeff Koonz,Head Coach,Men's Football,9216 Hwy 14,Goodman,MS,39079-0000,,,,,,
MACJC,NJCAA I,ITAWAMBA COMMUNITY COLLEGE,Sean Cannon,Head Coach,Men's Football,602 W Hill St.,Fulton,MS,38843-0000,,,,,,
MACJC,NJCAA I,JONES COUNTY JUNIOR COLLEGE,Steve Buckley,Head Coach,Men's Football,900 S Court St.,Ellisville,MS,39437-0000,,,,,,
MACJC,NJCAA I,MISSISSIPPI GULF COAST CC,Open,Head Coach,Men's Football,50 Main Street,Perkinston,MS,39573-0000,,,,,,
MACJC,NJCAA I,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,Greg Davis,Head Coach,Men's Football,101 Cunningham Boulevard,Booneville,MS,38829-0000,,,,,,
MACJC,NJCAA I,NORTHWEST MISSISSIPPI CC,Benjy Parker,Head Coach,Men's Football,4975 Highway 51 North,Senatobia,MS,38668-0000,,,,,,
MACJC,NJCAA I,PEARL RIVER COMMUNITY COLLEGE,Ted Egger,Head Coach,Men's Football,101 Hwy 11 N.,Poplarville,MS,39470-2216,,,,,,
MACJC,NJCAA I,SOUTHWEST MISSISSIPPI COMMUNITY COLLEGE,Tucker Peavey,Head Coach,Men's Football,1156 College Drive,Summit,MS,39666-0000,,,,,,
MASCAC,NCAA III,BRIDGEWATER STATE UNIVERSITY,Joe Verria,Head Coach,Men's Football,325 Plymouth St. Room 200,Bridgewater,MA,02325-0000,,,,,,
MASCAC,NCAA III,FITCHBURG STATE UNIVERSITY,Jim McGuire,Head Coach,Men's Football,160 Pearl St.,Fitchburg,MA,01420-2631,,,,,,
MASCAC,NCAA III,MASSACHUSETTS MARITIME ACADEMY,Jeremy Cameron,Head Coach,Men's Football,101 Academy Drive,Buzzards Bay,MA,02532-3405,,,,,,
MASCAC,NCAA III,MASSACHUSETTS MARITIME ACADEMY,Mike Kelley,Head Coach,Men's Football,101 Academy Drive,Buzzards Bay,MA,02532-3405,,,,,,
Little East,NCAA III,"MASSACHUSETTS, U. OF (North Dartmouth)",Mark Robichaud,Head Coach,Men's Football,285 Old Westport Road,North Dartmouth,MA,02747-2300,,,,,,
Little East,NCAA III,PLYMOUTH STATE UNIVERSITY,Paul Castonia,Head Coach,Men's Football,17 High St.,Plymouth,NH,03264-0000,,,,,,
Little East,NCAA III,WESTERN CONNECTICUT STATE UNIVERSITY,Joe Loth,Head Coach,Men's Football,181 White St,Danbury,CT,06810-0000,,,,,,
MASCAC,NCAA III,WESTFIELD STATE UNIVERSITY,Pete Kowalski,Head Coach,Men's Football,577 Western Ave,Westfield,MA,01086-0000,,,,,,
MASCAC,NCAA III,WORCESTER STATE UNIVERSITY,Brien Cullen,Head Coach,Men's Football,486 Chandler St.,Worcester,MA,01602-2832,,,,,,
MCAC,NJCAA I,CENTRAL LAKES COLLEGE,Greg Medeck,Head Coach,Men's Football,501 West College Dr,Brainerd,MN,56401-0000,,,,,,
MCAC,NJCAA I,FOND DU LAC TRIBAL & COMMUNITY COLLEGE,Open,Head Coach,Men's Football,2101 14th St.,Cloquet,MN,55720-0000,,,,,,
MCAC,NJCAA I,ITASCA COMMUNITY COLLEGE,Weldon Braxton,Head Coach,Men's Football,1851 E Hwy 169,Grand Rapids,MN,55744-0000,,,,,,
MCAC,NJCAA I,MESABI RANGE COLLEGE,Tom Inforzato,Head Coach,Men's Football,1001 West Chestnut St.,Virginia,MN,55792-3401,,,,,,
MCAC,NJCAA I,MINNESOTA STATE COMMUNITY & TECHNICAL COLLEGE,Korey Fry,Head Coach,Men's Football,1414 College Way,Fergus Falls,MN,56537-1009,,,,,,
MCAC,NJCAA I,MINNESOTA WEST COMM. & TECH. COLL.,Jeff Linder,Head Coach,Men's Football,1450 College Way,Worthington,MN,56187-0000,,,,,,
Mon-Dak,NJCAA I,NORTH DAKOTA STATE COLL. OF SCIENCE,Merle Johnson,Head Coach,Men's Football,800 N 6th St Blikre Activities Ctr,Wahpeton,ND,58076-0000,,,,,,
MCAC,NJCAA I,NORTHLAND COMMUNITY AND TECH COLL,Jim Cox,Head Coach,Men's Football,1101 Hwy 1 East,Thief River Falls,MN,56701-0000,,,,,,
MCAC,NJCAA I,RIDGEWATER COLLEGE,Lloyd Danzeisen,Head Coach,Men's Football,2101 15th Ave NW,Willmar,MN,56201-6501,,,,,,
MCAC,NJCAA I,ROCHESTER COMMUNITY & TECHNICAL COLL.,Eric Waldstein,Head Coach,Men's Football,851 30th Ave. SE,Rochester,MN,55904-0000,,,,,,
MCAC,NJCAA I,VERMILION COMMUNITY COLLEGE,Sterry Etheridge,Head Coach,Men's Football,1900 E Camp St,Ely,MN,55731-0000,,,,,,
Michigan Intercollegiate,NCAA III,ADRIAN COLLEGE,Jim Deere,Head Coach,Men's Football,110 South Madison Street,Adrian,MI,49221-2518,,,,,,
Michigan Intercollegiate,NCAA III,ALBION COLLEGE,Craig Rundle,Head Coach,Men's Football,611 E Porter St.,Albion,MI,49224-5014,,,,,,
Michigan Intercollegiate,NCAA III,ALMA COLLEGE,Jason Couch,Head Coach,Men's Football,614 W Superior St,Alma,MI,48801-1511,,,,,,
ACAA,NCAA III,FINLANDIA UNIVERSITY,Rob Boss,Head Coach,Men's Football,601 W. Quincy St.,Hancock,MI,49930-0000,,,,,,
Michigan Intercollegiate,NCAA III,HOPE COLLEGE,Peter Stuursma,Head Coach,Men's Football,PO Box 9000,Holland,MI,49422-9000,,,,,,
Michigan Intercollegiate,NCAA III,OLIVET COLLEGE,Dan Musielewicz,Head Coach,Men's Football,320 S. Main St.,Olivet,MI,49076-9406,,,,,,
Michigan Intercollegiate,NCAA III,TRINE UNIVERSITY,Troy Abbs,Head Coach,Men's Football,1 University Avenue,Angola,IN,46703-1764,,,,,,
Mid-America Intercollegiate,NCAA II,"CENTRAL MISSOURI, UNIVERSITY OF",Jim Svoboda,Head Coach,Men's Football,500 S Washington St,Warrensburg,MO,64093-5223,,,,,,
Mid-America Intercollegiate,NCAA II,"CENTRAL OKLAHOMA, U. OF",Nick Bobeck,Head Coach,Men's Football,100 N. University Dr.,Edmond,OK,73034-5207,,,,,,
Mid-America Intercollegiate,NCAA II,EMPORIA STATE UNIVERSITY,Garin Higgins,Head Coach,Men's Football,1 Kellogg Circle,Emporia,KS,66801-0000,,,,,,
Mid-America Intercollegiate,NCAA II,FORT HAYS STATE UNIVERSITY,Chris Brown,Head Coach,Men's Football,600 Park St.,Hays,KS,67601-4099,,,,,,
Mid-America Intercollegiate,NCAA II,LINDENWOOD UNIVERSITY,Jed Stugart,Head Coach,Men's Football,209 S Kingshighway,St. Charles,MO,63301-1693,,,,,,
Mid-America Intercollegiate,NCAA II,MISSOURI SOUTHERN STATE UNIVERSITY,Denver Johnson,Head Coach,Men's Football,3950 East Newman Rd.,Joplin,MO,64801-1595,,,,,,
Mid-America Intercollegiate,NCAA II,MISSOURI WESTERN STATE UNIVERSITY,Matt Williamson,Head Coach,Men's Football,4525 Downs Dr.,Saint Joseph,MO,64507-0000,,,,,,
Mid-America Intercollegiate,NCAA II,"NEBRASKA, U. OF (Kearney)",Josh Lynn,Head Coach,Men's Football,Health & Sports Ctr.,Kearney,NE,68849-3171,,,,,,
Mid-America Intercollegiate,NCAA II,NORTHEASTERN STATE U.,Rob Robinson,Head Coach,Men's Football,603 North Grand Ave.,Tahlequah,OK,74464-0000,,,,,,
Mid-America Intercollegiate,NCAA II,NORTHWEST MISSOURI STATE,Rich Wright,Head Coach,Men's Football,800 University Dr.,Maryville,MO,64468-0000,,,,,,
Mid-America Intercollegiate,NCAA II,PITTSBURG STATE U.,Tim Beck,Head Coach,Men's Football,1701 S Broadway St,Pittsburg,KS,66762-5856,,,,,,
Mid-America Intercollegiate,NCAA II,WASHBURN UNIVERSITY,Craig Schurig,Head Coach,Men's Football,1700 SW College Ave,Topeka,KS,66621-0000,,,,,,
Mid-American (MAC),NCAA I,"AKRON, UNIVERSITY OF",Terry Bowden,Head Coach,Men's Football,James A. Rhodes Arena,Akron,OH,44325-5201,,,,,,
Mid-American (MAC),NCAA I,BALL STATE UNIVERSITY,Mike Neu,Head Coach,Men's Football,2000 W University Ave.,Muncie,IN,47306-1022,,,,,,
Mid-American (MAC),NCAA I,BOWLING GREEN STATE UNIVERSITY,Mike Jinks,Head Coach,Men's Football,Sebo Athletic Center,Bowling Green,OH,43403-0000,,,,,,
Mid-American (MAC),NCAA I,"BUFFALO, UNIVERSITY AT",Lance Leipold,Head Coach,Men's Football,102 Alumni Arena,Buffalo,NY,14260-5100,,,,,,
Mid-American (MAC),NCAA I,CENTRAL MICHIGAN UNIVERSITY,John Bonamego,Head Coach,Men's Football,100 Rose Ctr.,Mount Pleasant,MI,48859-0000,,,,,,
Mid-American (MAC),NCAA I,EASTERN MICHIGAN UNIVERSITY,Chris Creighton,Head Coach,Men's Football,Convocation Center,Ypsilanti,MI,48197-0000,,,,,,
Mid-American (MAC),NCAA I,KENT STATE UNIVERSITY,Sean Lewis,Head Coach,Men's Football,1025 Risman Dr.,Kent,OH,44242-0000,,,,,,
A-10,NCAA I,"MASSACHUSETTS, U. OF (Amherst)",Mark Whipple,Head Coach,Men's Football,Boyden Bldg.,Amherst,MA,01003-0000,,,,,,
Mid-American (MAC),NCAA I,MIAMI UNIVERSITY,Chuck Martin,Head Coach,Men's Football,230 MiIlett Hall,Oxford,OH,45056-0000,,,,,,
Mid-American (MAC),NCAA I,NORTHERN ILLINOIS UNIVERSITY,Rod Carey,Head Coach,Men's Football,1525 West Lincoln Highway,Dekalb,IL,60115-2854,,,,,,
Mid-American (MAC),NCAA I,OHIO UNIVERSITY,Frank Solich,Head Coach,Men's Football,Convocation Ctr.,Athens,OH,45701-0000,,,,,,
Mid-American (MAC),NCAA I,"TOLEDO, UNIVERSITY OF",Jason Candle,Head Coach,Men's Football,2801 W. Bancroft St.,Toledo,OH,43606-3328,,,,,,
Mid-American (MAC),NCAA I,WESTERN MICHIGAN UNIVERSITY,Tim Lester,Head Coach,Men's Football,1903 W. Michigan Avenue,Kalamazoo,MI,49008-0000,,,,,,
Mid-Eastern (MEAC),NCAA I,BETHUNE-COOKMAN UNIVERSITY,Terry Sims,Head Coach,Men's Football,640 Dr. Mary McLeod Bethune Blvd.,Daytona Beach,FL,32114-3099,,,,,,
Mid-Eastern (MEAC),NCAA I,DELAWARE STATE UNIVERSITY,Rod Milstead,Head Coach,Men's Football,1200 N. Dupont Hwy,Dover,DE,19901-0000,,,,,,
Mid-Eastern (MEAC),NCAA I,FLORIDA A&M UNIVERSITY,Willie Simmons,Head Coach,Men's Football,1835 Wahnish Way,Tallahassee,FL,32307-0000,,,,,,
Mid-Eastern (MEAC),NCAA I,HAMPTON UNIVERSITY,Robert Prunty,Head Coach,Men's Football,121 Holland Hall,Hampton,VA,23668-0000,,,,,,
Mid-Eastern (MEAC),NCAA I,HOWARD UNIVERSITY,Mike London,Head Coach,Men's Football,"6th & Girard Streets, N.W.",Washington,DC,20059-0000,,,,,,
Mid-Eastern (MEAC),NCAA I,MORGAN STATE UNIVERSITY,Ernest Jones,Head Coach,Men's Football,1700 E. Cold Spring Ln,Baltimore,MD,21251-0001,,,,,,
Mid-Eastern (MEAC),NCAA I,NORFOLK STATE UNIVERSITY,Latrell Scott,Head Coach,Men's Football,Norfolk State University Athletics,Norfolk,VA,23504-8050,,,,,,
Mid-Eastern (MEAC),NCAA I,NORTH CAROLINA A&T STATE U.,Rod Broadway,Head Coach,Men's Football,1601 E. Market St.,Greensboro,NC,27411-0000,,,,,,
Mid-Eastern (MEAC),NCAA I,NORTH CAROLINA CENTRAL U.,Granville Eastman,Head Coach,Men's Football,1801 Fayetteville St.,Durham,NC,27707-3129,,,,,,
Mid-Eastern (MEAC),NCAA I,SAVANNAH STATE UNIVERSITY,Erik Raeburn,Head Coach,Men's Football,3219 College Street,Savannah,GA,31404-0000,,,,,,
Mid-Eastern (MEAC),NCAA I,SOUTH CAROLINA STATE U.,Oliver Pough,Head Coach,Men's Football,300 College St. NE,Orangeburg,SC,29117-0001,,,,,,
Sun Conf.,NAIA 1,AVE MARIA UNIVERSITY,Joe Patterson,Head Coach,Men's Football,4810 Kelleher St.,Ave Maria,FL,34142-0000,,,,,,
Southern States,NAIA 1,BETHEL UNIVERSITY (TN),Brent Dearmon,Head Coach,Men's Football,325 Cherry Avenue,McKenzie,TN,38201-0000,,,,,,
Appalachian,NAIA 1,BLUEFIELD COLLEGE,Dewey Lusk,Head Coach,Men's Football,3000 College Dr.,Bluefield,VA,24605-1737,,,,,,
Mid-South,NAIA 1,CAMPBELLSVILLE UNIVERSITY,Perry Thomas,Head Coach,Men's Football,1 University Dr.,Campbellsville,KY,42718-2190,,,,,,
River States,NAIA 1,CINCINNATI CHRISTIAN UNIVERSITY,David Fulcher,Head Coach,Men's Football,2700 Glenway Ave.,Cincinnati,OH,45204-1738,,,,,,
Mid-South,NAIA 1,CUMBERLAND UNIVERSITY,Tim Mathis,Head Coach,Men's Football,One Cumberland Square,Lebanon,TN,37087-3408,,,,,,
Mid-South,NAIA 1,"CUMBERLANDS, UNIVERSITY OF THE",Matt Rhymer,Head Coach,Men's Football,6526 College Station Dr.,Williamsburg,KY,40769-1386,,,,,,
Gulf Coast,NAIA 1,EDWARD WATERS COLLEGE,Greg Ruffin,Head Coach,Men's Football,1658 Kings Rd,Jacksonville,FL,32209-6167,,,,,,
Southern States,NAIA 1,FAULKNER UNIVERSITY,Shayne Wasden,Head Coach,Men's Football,5345 Atlanta Hwy,Montgomery,AL,36109-3323,,,,,,
Mid-South,NAIA 1,GEORGETOWN COLLEGE,Bill Cronin,Head Coach,Men's Football,400 E College St.,Georgetown,KY,40324-1628,,,,,,
Mid-South,NAIA 1,LINDSEY WILSON COLLEGE,Chris Oliver,Head Coach,Men's Football,210 Lindsey Wilson St.,Columbia,KY,42728-0000,,,,,,
Mid-South,NAIA 1,"PIKEVILLE, UNIVERSITY OF",Allan Holland Jr.,Head Coach,Men's Football,147 Sycamore St,Pikeville,KY,41501-1113,,,,,,
Appalachian,NAIA 1,POINT UNIVERSITY,Julius Dixon,Head Coach,Men's Football,507 West 10th Street,West Point,GA,31833-0000,,,,,,
Appalachian,NAIA 1,REINHARDT UNIVERSITY,James Miller,Head Coach,Men's Football,7300 Reinhardt Circle,Waleska,GA,30183-0000,,,,,,
Sun Conf.,NAIA 1,SOUTHEASTERN UNIVERSITY,Keith Barefield,Head Coach,Men's Football,1000 Longfellow Blvd,Lakeland,FL,33801-6034,,,,,,
Appalachian,NAIA 1,ST. ANDREWS UNIVERSITY,David Harper,Head Coach,Men's Football,1700 Dogwood Mile St,Laurinburg,NC,28352-5521,,,,,,
Appalachian,NAIA 1,UNION COLLEGE (KY),Andre Linn,Head Coach,Men's Football,310 College St.,Barbourville,KY,40906-0000,,,,,,
Sun Conf.,NAIA 1,WARNER UNIVERSITY,Rod Shafer,Head Coach,Men's Football,13895 Hwy 27,Lake Wales,FL,33859-0000,,,,,,
Sun Conf.,NAIA 1,WEBBER INTERNATIONAL UNIVERSITY,Kelly Scott,Head Coach,Men's Football,1201 North Scenic Highway,Babson Park,FL,33827-0000,,,,,,
Wolverine-Hoosier,NAIA 1,CONCORDIA UNIVERSITY (MI),Joshua Schumacher,Head Coach,Men's Football,4090 Geddes Rd,Ann Arbor,MI,48105-0000,,,,,,
American Midwest,NAIA 1,LINDENWOOD UNIVERSITY-BELLEVILLE,Kevin Turco,Head Coach,Men's Football,2600 W. Main St.,Belleville,IL,62226-0000,,,,,,
Crossroads League,NAIA 1,MARIAN UNIVERSITY,Mark Henniger,Head Coach,Men's Football,3200 Cold Spring Rd,Indianapolis,IN,46222-1960,,,,,,
American Midwest,NAIA 1,MISSOURI BAPTIST UNIVERSITY,Jason Burlanek,Head Coach,Men's Football,One College Park Dr.,Saint Louis,MO,63141-0000,,,,,,
Chicagoland,NAIA 1,OLIVET NAZARENE UNIVERSITY,Eric Hehman,Head Coach,Men's Football,One University Avenue,Bourbonnais,IL,60914-0000,,,,,,
Chicagoland,NAIA 1,SAINT AMBROSE UNIVERSITY,Mike Magistrelli,Head Coach,Men's Football,518 W Locust St,Davenport,IA,52803-2829,,,,,,
Crossroads League,NAIA 1,"SAINT FRANCIS, UNIVERSITY OF",Kevin Donley,Head Coach,Men's Football,2701 Spring St.,Fort Wayne,IN,46808-3939,,,,,,
Chicagoland,NAIA 1,SAINT XAVIER UNIVERSITY,Michael Feminis,Head Coach,Men's Football,3700 W. 103rd St.,Chicago,IL,60655-3105,,,,,,
Wolverine-Hoosier,NAIA 1,SIENA HEIGHTS UNIVERSITY,Matt Kohn,Head Coach,Men's Football,1247 E Siena Heights Dr.,Adrian,MI,49221-0000,,,,,,
Chicagoland,NAIA 1,"ST. FRANCIS, UNIVERSITY OF",Joe Curry,Head Coach,Men's Football,500 Wilcox Street,Joliet,IL,60435-6169,,,,,,
Crossroads League,NAIA 1,TAYLOR UNIVERSITY,Ron Korfmacher,Head Coach,Men's Football,236 W. Reade Ave.,Upland,IN,46989-0000,,,,,,
Chicagoland,NAIA 1,TRINITY INTERNATIONAL UNIVERSITY,Lamont Butler,Head Coach,Men's Football,2065 Half Day Rd,Deerfield,IL,60015-1241,,,,,,
Midwest,NCAA III,BELOIT COLLEGE,Seth Duerr,Head Coach,Men's Football,700 College St.,Beloit,WI,53511-5595,,,,,,
University Athletic Association,NCAA III,"CHICAGO, UNIVERSITY OF",Chris Wilkerson,Head Coach,Men's Football,5530 S. Ellis Ave.,Chicago,IL,60637-0000,,,,,,
Midwest,NCAA III,CORNELL COLLEGE,Vince Brautigam,Head Coach,Men's Football,600 1st St SW,Mount Vernon,IA,52314-1006,,,,,,
Midwest,NCAA III,GRINNELL COLLEGE,Jeff Pedersen,Head Coach,Men's Football,1201 10th Avenue,Grinnell,IA,50112-0805,,,,,,
Midwest,NCAA III,GRINNELL COLLEGE,Tim Hollibaugh,Head Coach,Men's Football,1201 10th Avenue,Grinnell,IA,50112-0805,,,,,,
Midwest,NCAA III,ILLINOIS COLLEGE,Ray DeFrisco,Head Coach,Men's Football,1101 W College Ave,Jacksonville,IL,62650-2212,,,,,,
Midwest,NCAA III,KNOX COLLEGE,Damon Tomeo,Head Coach,Men's Football,2 E. South St.,Galesburg,IL,61401-4938,,,,,,
Midwest,NCAA III,LAKE FOREST COLLEGE,Jim Catanzaro,Head Coach,Men's Football,555 N Sheridan Rd,Lake Forest,IL,60045-2338,,,,,,
Midwest,NCAA III,LAWRENCE UNIVERSITY,Rob McCarthy,Head Coach,Men's Football,711 E. Boldt Way,Appleton,WI,54911-0000,,,,,,
Minnesota Intercollegiate,NCAA III,MACALESTER COLLEGE,Tony Jennison,Head Coach,Men's Football,1600 Grand Ave,Saint Paul,MN,55105-1801,,,,,,
Midwest,NCAA III,MONMOUTH COLLEGE,Chad Braun,Head Coach,Men's Football,700 E. Broadway,Monmouth,IL,61462-1998,,,,,,
Midwest,NCAA III,RIPON COLLEGE,Ron Ernst,Head Coach,Men's Football,300 W. Seward Street,Ripon,WI,54971-0000,,,,,,
Midwest,NCAA III,SAINT NORBERT COLLEGE,Dan McCarty,Head Coach,Men's Football,100 Grant St.,De Pere,WI,54115-2099,,,,,,
Minnesota Intercollegiate,NCAA III,AUGSBURG COLLEGE,Frank Haege,Head Coach,Men's Football,2211 Riverside Ave.,Minneapolis,MN,55454-1350,,,,,,
Minnesota Intercollegiate,NCAA III,BETHEL UNIVERSITY,Steve Johnson,Head Coach,Men's Football,3900 Bethel Dr,Saint Paul,MN,55112-6902,,,,,,
Minnesota Intercollegiate,NCAA III,CARLETON COLLEGE,Tom Journell,Head Coach,Men's Football,1 N College St,Northfield,MN,55057-4001,,,,,,
Minnesota Intercollegiate,NCAA III,CONCORDIA COLLEGE (MN),Terry Horan,Head Coach,Men's Football,901 8th St S,Moorhead,MN,56562-0000,,,,,,
Minnesota Intercollegiate,NCAA III,GUSTAVUS ADOLPHUS COLLEGE,Peter Haugen,Head Coach,Men's Football,800 West College Avenue,Saint Peter,MN,56082-1498,,,,,,
Minnesota Intercollegiate,NCAA III,HAMLINE UNIVERSITY,Chip Taylor,Head Coach,Men's Football,1536 Hewitt Ave MS-A1795,Saint Paul,MN,55104-1284,,,,,,
